,item,prog_human,mant_human,prot_human,is_prototype,weight,Unnamed: 0,source,paraphrase_0,extract
857,We can alleviate the financial strain on middle-class Americans by implementing progressive taxation policies.,0.9285714285714286,0.3214285714285714,0.3571428571428571,,1.0,573.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We can reduce the tax burden on middle-class Americans by requiring the wealthy to contribute their fair share.""     ""By imposing higher taxes on the rich, we can redistribute wealth from the rich to the middle class.""     ""We should address the tax gap between the rich and the middle class by increasing taxes on the wealthy.""     ""By levying higher taxes on the rich, we can create a more equitable society where everyone pays their fair share.""     ""We can alleviate the financial strain on middle-class Americans by implementing progressive taxation policies.""   ] } ",We can alleviate the financial strain on middle-class Americans by implementing progressive taxation policies.
858,"We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.",0.8571428571428571,0.6428571428571429,0.8928571428571429,,1.0,555.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.""     ""We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.""     ""We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.""     ""We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.""     ""We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.""   ] } ","We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism."
859,"We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.",0.8571428571428571,0.6428571428571429,0.8928571428571429,,1.0,555.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.""     ""We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.""     ""We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.""     ""We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.""     ""We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.""   ] } ","We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture."
860,"We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.",0.8571428571428571,0.6428571428571429,0.8928571428571429,,1.0,555.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.""     ""We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.""     ""We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.""     ""We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.""     ""We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.""   ] } ","We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations."
861,"We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.",0.8571428571428571,0.6428571428571429,0.8928571428571429,,1.0,555.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.""     ""We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.""     ""We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.""     ""We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.""     ""We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.""   ] } ","We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations."
862,"We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.",0.8571428571428571,0.6428571428571429,0.8928571428571429,,1.0,555.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We are actively pursuing terrorists wherever they plot and plan and conceal, altering the outdated pattern of sporadic strikes that offered little impact on the root causes of terrorism.""     ""We relentlessly hunt terrorists wherever they hide, disrupting their plans and altering their tactics to evade capture.""     ""We relentlessly pursue terrorists, searching for them in every nook and cranny, dismantling their networks and disrupting their operations.""     ""We relentlessly track terrorists, relentlessly searching for them in every corner of the world, disrupting their plans and dismantling their operations.""     ""We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism.""   ] } ","We relentlessly pursue terrorists, relentlessly searching for them in every corner of the globe, changing the old pattern of sporadic strikes that offered little impact on the root causes of terrorism."
863,We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.,0.8928571428571429,0.4285714285714285,0.4285714285714285,,1.0,480.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""At the same time we will introduce a new framework for delivering infrastructure on time and on budget, as set out elsewhere in this manifesto."",   ""paraphrases"": [     ""We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.""     ""We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.""     ""We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.""     ""We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.""     ""We have created a new framework for infrastructure delivery that will make it more transparent and accountable.""   ] } ",We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.
864,We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.,0.8928571428571429,0.4285714285714285,0.4285714285714285,,1.0,480.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""At the same time we will introduce a new framework for delivering infrastructure on time and on budget, as set out elsewhere in this manifesto."",   ""paraphrases"": [     ""We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.""     ""We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.""     ""We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.""     ""We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.""     ""We have created a new framework for infrastructure delivery that will make it more transparent and accountable.""   ] } ",We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.
865,We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.,0.8928571428571429,0.4285714285714285,0.4285714285714285,,1.0,480.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""At the same time we will introduce a new framework for delivering infrastructure on time and on budget, as set out elsewhere in this manifesto."",   ""paraphrases"": [     ""We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.""     ""We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.""     ""We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.""     ""We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.""     ""We have created a new framework for infrastructure delivery that will make it more transparent and accountable.""   ] } ",We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.
866,We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.,0.8928571428571429,0.4285714285714285,0.4285714285714285,,1.0,480.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""At the same time we will introduce a new framework for delivering infrastructure on time and on budget, as set out elsewhere in this manifesto."",   ""paraphrases"": [     ""We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.""     ""We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.""     ""We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.""     ""We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.""     ""We have created a new framework for infrastructure delivery that will make it more transparent and accountable.""   ] } ",We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.
867,We have created a new framework for infrastructure delivery that will make it more transparent and accountable.,0.8928571428571429,0.4285714285714285,0.4285714285714285,,1.0,480.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""At the same time we will introduce a new framework for delivering infrastructure on time and on budget, as set out elsewhere in this manifesto."",   ""paraphrases"": [     ""We will be unveiling a new infrastructure delivery framework that will ensure projects are completed on time and within budget.""     ""We are introducing a new approach to infrastructure delivery that will streamline the process and save time and money.""     ""We have developed a new framework for infrastructure delivery that will make it easier for us to manage and control projects.""     ""We are implementing a new infrastructure delivery framework that will improve the efficiency and effectiveness of our projects.""     ""We have created a new framework for infrastructure delivery that will make it more transparent and accountable.""   ] } ",We have created a new framework for infrastructure delivery that will make it more transparent and accountable.
868,"Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.",0.8214285714285714,0.4285714285714285,0.5357142857142857,,1.0,488.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.""     ""Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.""     ""Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.""     ""Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.""     ""Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.""   ] } ","Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals."
869,"Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.",0.8214285714285714,0.4285714285714285,0.5357142857142857,,1.0,488.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.""     ""Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.""     ""Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.""     ""Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.""     ""Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.""   ] } ","Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal."
870,"Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.",0.8214285714285714,0.4285714285714285,0.5357142857142857,,1.0,488.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.""     ""Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.""     ""Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.""     ""Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.""     ""Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.""   ] } ","Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal."
871,"Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.",0.8214285714285714,0.4285714285714285,0.5357142857142857,,1.0,488.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.""     ""Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.""     ""Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.""     ""Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.""     ""Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.""   ] } ","Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases."
872,"Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.",0.8214285714285714,0.4285714285714285,0.5357142857142857,,1.0,488.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Establish a new body with a broader mandate, the Protection Review Tribunal, to handle refugee appeals.""     ""Create a new tribunal to review and decide on refugee cases, replacing the existing Refugee Appeals Tribunal.""     ""Form a new tribunal dedicated to reviewing and adjudicating refugee claims, replacing the Refugee Appeals Tribunal.""     ""Establish a specialized body to handle refugee appeals, encompassing a wider range of issues and cases.""     ""Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities.""   ] } ","Introduce a new tribunal to address refugee matters, encompassing a broader scope of concerns and responsibilities."
873,We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations.,,,0.7142857142857143,,1.0,563.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations."",     ""We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."",     ""We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement."",     ""We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt."",     ""We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.""   ] } ",We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations.
874,"We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt.",,,0.7142857142857143,,1.0,563.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations."",     ""We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."",     ""We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement."",     ""We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt."",     ""We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.""   ] } ","We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."
875,We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement.,,,0.7142857142857143,,1.0,563.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations."",     ""We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."",     ""We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement."",     ""We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt."",     ""We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.""   ] } ",We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement.
876,We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt.,,,0.7142857142857143,,1.0,563.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations."",     ""We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."",     ""We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement."",     ""We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt."",     ""We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.""   ] } ",We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt.
877,We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.,,,0.7142857142857143,,1.0,563.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We firmly reject any involvement with NATO and will resolutely oppose the use of Shannon Airport as a transit point for military operations."",     ""We stand firmly against any attempt by NATO to use Shannon Airport as a military base, and we will resolutely oppose any such attempt."",     ""We categorically reject the use of Shannon Airport as a military base and will work tirelessly to ensure that it remains free from any such involvement."",     ""We unequivocally denounce any suggestion that Shannon Airport be used for military purposes and will vehemently oppose any such attempt."",     ""We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.""   ] } ",We resolutely oppose any and all efforts to establish Shannon Airport as a military base and will work towards ensuring that it remains a civilian airport.
878,"In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards.",0.7142857142857143,0.3571428571428571,0.6071428571428571,,1.0,505.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.""   ] } ","In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."
879,"To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases.",0.7142857142857143,0.3571428571428571,0.6071428571428571,,1.0,505.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.""   ] } ","To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."
880,"To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution.",0.7142857142857143,0.3571428571428571,0.6071428571428571,,1.0,505.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.""   ] } ","To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."
881,"To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution.",0.7142857142857143,0.3571428571428571,0.6071428571428571,,1.0,505.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.""   ] } ","To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."
882,"To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.",0.7142857142857143,0.3571428571428571,0.6071428571428571,,1.0,505.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""In the long run, it's important to allocate progressive multiple bands and rates to ensure that those who contribute the most receive the most rewards."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that increase as the contribution increases."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the amount of contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the value of the contribution."" ,     ""To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution.""   ] } ","To ensure that those who contribute the most receive the most rewards, it's important to allocate multiple bands and rates that are distributed based on the impact of the contribution."
883,The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe.,0.8928571428571429,0.5357142857142857,0.4642857142857143,,1.0,511.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe."",     ""Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."",     ""The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."",     ""Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."",     ""Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.""   ] } ",The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe.
884,"Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society.",0.8928571428571429,0.5357142857142857,0.4642857142857143,,1.0,511.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe."",     ""Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."",     ""The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."",     ""Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."",     ""Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.""   ] } ","Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."
885,"The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe.",0.8928571428571429,0.5357142857142857,0.4642857142857143,,1.0,511.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe."",     ""Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."",     ""The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."",     ""Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."",     ""Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.""   ] } ","The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."
886,"Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth.",0.8928571428571429,0.5357142857142857,0.4642857142857143,,1.0,511.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe."",     ""Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."",     ""The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."",     ""Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."",     ""Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.""   ] } ","Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."
887,"Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.",0.8928571428571429,0.5357142857142857,0.4642857142857143,,1.0,511.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The allocation of significant resources to public infrastructure represents a substantial commitment to the development and maintenance of essential facilities and services in Europe."",     ""Public infrastructure is a cornerstone of economic growth and social well-being, and its investment is crucial for creating a thriving society."",     ""The construction and maintenance of public infrastructure projects requires significant investment, which is reflected in the high level of public spending on infrastructure in Europe."",     ""Investing in public infrastructure is an investment in the future of Europe, as it will create jobs and boost economic growth."",     ""Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe.""   ] } ","Public infrastructure is an essential infrastructure for economic development and social well-being, and its investment is essential for creating a sustainable future for Europe."
888,Strengthen local democracy by abolishing control of unelected local council CEOs.,0.7857142857142857,0.6785714285714286,,,1.0,469.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Strengthen local democracy by abolishing control of unelected local council CEOs."",     ""Ensure TDs' salaries are reduced to the average industrial wage and pensions are paid, based on service, at age 66, like all other workers."",     ""Introduce a re-call procedure for TDs who vote against items they favoured in their manifestos."",     ""Ensure Ministers are limited to one special adviser who is paid at the same rate as TDs."",     ""Promote transparency and accountability in local government by abolishing control of unelected CEOs.""   ] } ",Strengthen local democracy by abolishing control of unelected local council CEOs.
889,"Ensure TDs' salaries are reduced to the average industrial wage and pensions are paid, based on service, at age 66, like all other workers.",0.7857142857142857,0.6785714285714286,,,1.0,469.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Strengthen local democracy by abolishing control of unelected local council CEOs."",     ""Ensure TDs' salaries are reduced to the average industrial wage and pensions are paid, based on service, at age 66, like all other workers."",     ""Introduce a re-call procedure for TDs who vote against items they favoured in their manifestos."",     ""Ensure Ministers are limited to one special adviser who is paid at the same rate as TDs."",     ""Promote transparency and accountability in local government by abolishing control of unelected CEOs.""   ] } ","Ensure TDs' salaries are reduced to the average industrial wage and pensions are paid, based on service, at age 66, like all other workers."
890,Introduce a re-call procedure for TDs who vote against items they favoured in their manifestos.,0.7857142857142857,0.6785714285714286,,,1.0,469.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Strengthen local democracy by abolishing control of unelected local council CEOs."",     ""Ensure TDs' salaries are reduced to the average industrial wage and pensions are paid, based on service, at age 66, like all other workers."",     ""Introduce a re-call procedure for TDs who vote against items they favoured in their manifestos."",     ""Ensure Ministers are limited to one special adviser who is paid at the same rate as TDs."",     ""Promote transparency and accountability in local government by abolishing control of unelected CEOs.""   ] } ",Introduce a re-call procedure for TDs who vote against items they favoured in their manifestos.
